id,bug.id,treatment,temp.avg,temp.var,hs.temp,hs.num,date.died,date.hatch,date.ovp,time.ovp,num.ovp,suc.ovp,date.3,mass.3,date.in.hs,time.in.hs,time.hs,tths1.ovp,date.out.hs,time.out.hs,date.4,mass.4,date.5,mass.5,date.em,instar.em,bled.em,mass.48em,num.em,num.coc,num.fail.spin,date.ecl,num.ecl,num.unem,load,date.end,mass.end,mongo.age,mongo.mass,instar.end,diss.wasp,diss.wasp.stage,mel,wand,pup,gen.notes,diss.notes
88,25.10_para_0.0_88,para,25,10,0,0,,1/28/18,2/3/18,11:24,1,,2/3/18,43.07,,,,,,,2/7/18,196.07,2/12/18,1066.85,2/17/18,5,0,1340.54,108,97,11,2/23/18,91,,108,,,,,,,,,,,mass 4 taken in pm,
89,25.10_para_40.3_89,para,25,10,40,3,2/12/18,1/28/18,2/3/18,11:08,1,,2/3/18,46.53,2/3/18,11:12,13:00,1:52,2/5/18,19:20,2/6/18,212.36,2/11/18,882.72,,,,,0,,,,,,0,,,,,,,,,,,mass 4 taken in pm,
90,25.10_para_40.1_90,para,25,10,40,1,2/13/18,1/28/18,2/3/18,10:55,1,,2/3/18,49.98,2/3/18,11:00,13:00,2:05,2/3/18,18:05,2/8/18,45.29,,,,,,,0,,,,,,0,,,,,,,,,,,mass 4 taken in pm. removed cuticle from 5th prolegs and head capsule after molt to 4th,
91,25.10_para_42.1_91,para,25,10,42,1,,1/29/18,2/3/18,10:59,1,,2/3/18,69.39,2/3/18,11:00,13:00,2:01,2/3/18,18:05,2/7/18,187.54,2/12/18,779.72,2/17/18,5,1,1333.13,3,3,0,2/23/18,2,7,10,,,,,,1,2,0.5,,,mass 4 taken in pm,"found 1 wasp larvae that was trying to emerge. All others were small 2nds (maybe firsts?) Not of the size to emerge, had not retracted hind gut"
92,25.10_para_40.3_92,para,25,10,40,3,,1/28/18,2/3/18,11:06,1,,2/3/18,54.11,2/3/18,11:12,13:00,1:54,2/5/18,19:20,2/7/18,300.57,2/12/18,2018.72,,,,,0,,,,,,0,2/26/18,13490.76,1,0,5,,,,,,mass 4 taken in pm,
93,25.10_para_42.2_93,para,25,10,42,2,2/11/18,1/28/18,2/3/18,11:05,1,,2/3/18,26.73,2/3/18,11:12,13:00,1:55,2/4/18,19:30,2/7/18,53.44,,,,,,,0,,,,,,0,,,,,,,,,,,mass 4 taken in pm. removed cuticle from 5th prolegs after molt to 4th,
94,25.10_para_40.4_94,para,25,10,40,4,2/7/18,1/28/18,2/3/18,11:17,1,,2/3/18,21.24,2/3/18,11:24,13:00,1:43,2/6/18,21:00,,,,,,,,,0,,,,,,0,,,,,,,,,,,,
95,25.10_para_42.3_95,para,25,10,42,3,,1/28/18,2/3/18,11:11,2,,2/3/18,44.58,2/3/18,11:12,13:00,1:49,2/5/18,19:20,2/7/18,246.29,2/12/18,1404.87,,,,,0,,,,,,0,2/26/18,13859.88,1,0,5,,,,,,mass 4 taken in pm,
96,25.10_para_42.4_96,para,25,10,42,4,,1/27/18,2/3/18,11:20,2,,2/3/18,45.12,2/3/18,11:24,13:00,1:40,2/6/18,21:00,2/6/18,134.73,2/9/18,391.53,,,,,0,,,,,,0,,,,,,,,,1,,head capsule damaged during ovp. mass 4 and 5 taken in pm. molted to 6th 2/13/18. Mass: 1744.46. wandered 2/21/18. Mass: 11830.26 Frozen for dissection. ,
97,25.10_para_40.1_97,para,25,10,40,1,,1/28/18,2/3/18,10:54,1,,2/3/18,32.95,2/3/18,11:00,13:00,2:06,2/3/18,18:05,2/6/18,169.95,2/11/18,993.28,2/16/18,5,0,2029.66,38,35,3,2/21/18,34,,38,,,,,,,,,,,mass 4 taken in pm,
98,25.10_para_42.1_98,para,25,10,42,1,,1/28/18,2/3/18,10:58,1,,2/3/18,43.82,2/3/18,11:00,13:00,2:02,2/3/18,18:05,2/6/18,124.92,2/11/18,1099.07,,,,,0,,,,,,0,2/25/18,1788.19,1,0,5,,,,,,mass 4 taken in pm,
99,25.10_para_40.2_99,para,25,10,40,2,,1/28/18,2/3/18,11:02,1,,2/3/18,57.66,2/3/18,11:12,13:00,1:58,2/4/18,19:30,2/7/18,359.07,2/12/18,1880.24,,,,,0,,,,,,0,2/26/18,14684.07,1,1,5,,,,,,mass 4 taken in pm,
100,25.10_para_42.2_100,para,25,10,42,2,,1/28/18,2/3/18,11:03,1,,2/3/18,64.96,2/3/18,11:12,13:00,1:57,2/4/18,19:30,2/7/18,267.16,2/12/18,1510.65,,,,,0,,,,,,0,2/26/18,13252.28,1,0,5,,,,,,mass 4 taken in pm. removed cuticle from 3rd-5th prolegs after molt to 5th,
101,25.10_para_40.3_101,para,25,10,40,3,2/11/18,1/28/18,2/3/18,11:06,1,,2/3/18,61.74,2/3/18,11:12,13:00,1:54,2/5/18,19:20,2/6/18,177.84,,,,,,,0,,,,,,0,,,,,,,,,,,mass 4 taken in pm,
102,25.10_para_42.3_102,para,25,10,42,3,,1/28/18,2/3/18,11:09,1,,2/3/18,57.57,2/3/18,11:12,13:00,1:51,2/5/18,19:20,2/6/18,213.39,2/12/18,790.28,,,,,0,,,,,,0,2/26/18,9195.54,1,0,5,,,,,,mass 4 and 5 taken in pm,
103,25.10_para_40.4_103,para,25,10,40,4,2/23/18,1/28/18,2/3/18,11:15,1,,2/3/18,58.58,2/3/18,11:24,13:00,1:45,2/6/18,21:00,2/6/18,182.63,2/11/18,1104.49,,,,,0,,,,,,0,,,,,,,,,,,"mass 4 taken in pm. molted to 6th 2/21/18. Mass: 3953.12. Failed to molt over prolegs at molt to 6th, could not remove. bled at molt to 6th",
104,25.10_para_42.4_104,para,25,10,42,4,2/9/18,1/28/18,2/3/18,11:18,2,,2/3/18,51.19,2/3/18,11:24,13:00,1:42,2/6/18,21:00,,,,,,,,,0,,,,,,0,,,,,,,,,,,head capsule damaged during ovp,
105,25.10_para_40.1_105,para,25,10,40,1,,1/28/18,2/3/18,10:53,1,,2/3/18,46.14,2/3/18,11:00,13:00,2:07,2/3/18,18:05,2/7/18,100.26,2/12/18,417.44,2/18/18,5,1,614.63,6,5,1,2/24/18,5,24,30,,,,,,1,all,0,,,mass 4 and 5 taken in pm,"found wasp larvae at all stages: eggs, 1sts and 2nds. Slide dried out before I could examine well under scope, but some looked deformed, some looked like they were still within an egg casing. "
106,25.10_para_42.1_106,para,25,10,42,1,,1/28/18,2/3/18,10:57,1,,2/3/18,74.06,2/3/18,11:00,13:00,2:03,2/3/18,18:05,2/6/18,240.16,2/11/18,1042.41,2/17/18,5,0,2104.13,3,1,2,,,11,14,,,,,,1,all,0.5,,,mass 4 taken in pm. no wasp eclosion afer 4 weeks,"wasp larvae mostly larger 1sts or 2nds. Not sure if firsts, hard to stage when covered in host tissue. Not sure about mel, caterpillar sat out too long before I started dissecting it."
107,25.10_para_0.0_107,para,25,10,0,0,2/15/18,1/28/18,2/3/18,11:23,2,,2/3/18,31.02,,,,,,,2/8/18,65.98,2/13/18,163.02,,,,,0,,,,,,0,,,,,,,,,,,mass 4 and 5 taken in pm. removed cuticle from 5th prolegs after molt to 4th and 5th,
108,25.10_para_42.3_108,para,25,10,42,3,,1/29/18,2/4/18,10:38,1,,2/4/18,46.84,2/4/18,10:51,13:00,2:22,2/6/18,21:00,2/8/18,291.26,2/12/18,1510.51,,,,,0,,,,,,0,2/26/18,17448.66,1,1,5,,,,,,mass 4 and 5 taken in pm,
109,25.10_para_42.3_109,para,25,10,42,3,,1/29/18,2/4/18,10:37,1,,2/4/18,40.76,2/4/18,10:51,13:00,2:23,2/6/18,21:00,2/7/18,241.73,2/12/18,1505.3,,,,,0,,,,,,0,2/26/18,12755.03,1,0,5,,,,,,mass 4 taken in pm,
110,25.10_para_40.2_110,para,25,10,40,2,,1/29/18,2/4/18,10:50,1,,2/4/18,41.34,2/4/18,10:51,13:00,2:10,2/5/18,19:20,2/8/18,366.62,2/12/18,1544.21,,,,,0,,,,,,0,2/26/18,3072.39,1,0,5,,,,,,mass 4 and 5 taken in pm. ,
111,25.10_para_40.4_111,para,25,10,40,4,,1/29/18,2/4/18,10:42,2,,2/4/18,37.61,2/4/18,10:51,13:00,2:18,2/7/18,20:16,2/8/18,53.93,2/14/18,267.7,,,,,0,,,,,,0,2/28/18,378.85,1,0,5,,,,,,head capsule damaged during ovp. mass 4 and 5 taken in pm,
112,25.10_para_42.1_112,para,25,10,42,1,2/19/18,1/28/18,2/4/18,10:48,1,,2/4/18,55.48,2/4/18,10:51,13:00,2:12,2/4/18,19:30,2/8/18,231.13,2/12/18,1349.47,,,,,0,,,,,,0,,,,,,,,,,,mass 4 and 5 taken in pm,
113,25.10_para_42.2_113,para,25,10,42,2,,1/28/18,2/4/18,10:40,1,,2/4/18,39.46,2/4/18,10:51,13:00,2:20,2/5/18,19:20,2/9/18,37.83,2/14/18,127.59,,,,,0,,,,,,0,2/28/18,1840.07,1,0,6,,,,,,"head capsule damaged during ovp. mass 4 and 5 taken in pm. removed cuticle from 5th prolegs after molt to 4th. removed cuticle from 4-5th prolegs after molt to 5th. molted to 6th 2/20/18. Mass: 462.26. Removed cuticle from 4-5th prolegs after molt to 6th. Damaged with tweezers during cuticle removal at 6th, bled",
114,25.10_para_42.4_114,para,25,10,42,4,2/7/18,1/28/18,2/4/18,10:35,1,,2/4/18,28.01,2/4/18,10:51,13:00,2:25,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,
115,25.10_para_42.1_115,para,25,10,42,1,,1/28/18,2/6/18,9:45,1,,2/6/18,55.97,2/6/18,9:56,13:00,3:15,2/6/18,21:00,2/9/18,216.22,2/13/18,1027.32,,,,,0,,,,,,0,2/27/18,1771.12,1,0,5,,,,,,mass 5 taken in pm,
116,25.10_para_0.0_116,para,25,10,0,0,,2/8/18,2/12/18,9:30,1,,2/12/18,43.91,,,,,,,2/15/18,234.1,2/18/18,1334.94,,,,,0,,,,,,0,,,,,,,,,1,,head capsule damaged at ovp. wandered 2/23/18. Mass: 10438.55. frozen for dissection,
117,25.10_para_40.1_117,para,25,10,40,1,,2/6/18,2/12/18,9:44,1,,2/12/18,55.24,2/12/18,10:30,13:00,3:16,2/12/18,19:30,2/16/18,250.66,2/20/18,993.66,2/25/18,5,1,2351.91,15,12,3,3/4/18,10,,15,,,,,,,,,,,mass 4 and 5 taken in pm,
118,25.10_para_42.1_118,para,25,10,42,1,,2/6/18,2/12/18,9:35,1,,2/12/18,40.35,2/12/18,10:30,13:00,3:25,2/12/18,19:30,2/16/18,187.67,2/20/18,712.45,2/26/18,5,1,1421.8,2,1,1,3/5/18,1,,2,,,,,,,,,,,mass 4 and 5 taken in pm,
119,25.10_para_40.2_119,para,25,10,40,2,,2/7/18,2/12/18,9:56,1,,2/12/18,61.93,2/12/18,10:30,13:00,3:04,2/13/18,19:00,2/14/18,186.33,2/18/18,1039.59,,,,,0,,,,,,0,,,,,,,,,1,,mass 4 taken in pm. wandered 2/28/18; mass = 11924.72 frozen for dissection.,
120,25.10_para_42.2_120,para,25,10,42,2,,2/7/18,2/12/18,9:46,1,,2/12/18,56.65,2/12/18,10:30,13:00,3:14,2/13/18,19:00,2/16/18,393.43,2/20/18,1769.49,,,,,0,,,,,,0,,,,,,,,,1,,head capsule damaged at ovp. mass 4 and 5 taken in pm. removed cuticle from 5th prolegs after molt to 5th. wandered 3/2/18; mass = 13027.93. frozen for dissection.,
121,25.10_para_40.3_121,para,25,10,40,3,,2/7/18,2/12/18,10:27,1,,2/12/18,54,2/12/18,10:30,13:00,2:33,2/14/18,19:20,2/17/18,410.79,2/21/18,1696.31,,,,,0,,,,,,0,3/7/18,19565.43,1,1,5,,,,,,mass 4 and 5 taken in pm,
122,25.10_para_42.3_122,para,25,10,42,3,,2/7/18,2/12/18,10:19,1,,2/12/18,61.92,2/12/18,10:30,13:00,2:41,2/14/18,19:20,2/15/18,314.11,2/19/18,1273.98,,,,,0,,,,,,0,3/5/18,16796.02,1,1,5,,,,,,mass 4 and 5 taken in pm,
123,25.10_para_40.4_123,para,25,10,40,4,,2/7/18,2/12/18,10:13,1,,2/12/18,58.76,2/12/18,10:30,13:00,2:47,2/15/18,20:10,2/15/18,265.45,2/20/18,1109.04,,,,,0,,,,,,0,3/6/18,4774.04,1,0,5,,,,,,mass 4 taken in pm,
124,25.10_para_40.4_124,para,25,10,40,4,,2/7/18,2/12/18,10:12,1,,2/12/18,53.39,2/12/18,10:30,13:00,2:48,2/15/18,20:10,2/15/18,194.45,2/19/18,854.66,,,,,0,,,,,,0,3/5/18,14321.87,1,1,5,,,,,,mass 4 and 5 taken in pm,
125,25.10_para_42.4_125,para,25,10,42,4,,2/7/18,2/12/18,10:08,1,,2/12/18,70.78,2/12/18,10:30,13:00,2:52,2/15/18,20:10,2/15/18,231.68,2/19/18,1019.12,,,,,0,,,,,,0,3/5/18,11877.71,1,0,5,,,,,,mass 4 and 5 taken in pm,
126,25.10_para_42.4_126,para,25,10,42,4,,2/7/18,2/12/18,10:06,1,,2/12/18,76.6,2/12/18,10:30,13:00,2:54,2/15/18,20:10,2/15/18,285.3,2/19/18,1337.51,,,,,0,,,,,,0,3/5/18,15107.29,1,1,5,,,,,,mass 4 and 5 taken in pm,
127,25.10_para_42.4_127,para,25,10,42,4,,2/7/18,2/12/18,10:05,1,,2/12/18,61.14,2/12/18,10:30,13:00,2:55,2/15/18,20:10,2/15/18,274.75,2/19/18,1561.65,,,,,0,,,,,,0,3/5/18,16555.32,1,1,5,,,,,,"horn damaged at ovp, bled. mass 4 and 5 taken in pm",
128,25.10_para_0.0_128,para,25,10,0,0,,2/7/18,2/12/18,9:31,2,,2/12/18,52.29,,,,,,,2/16/18,278.42,2/19/18,794.73,2/25/18,5,0,3240.42,102,96,6,3/3/18,81,,102,,,,,,,,,,,mass 5 taken in pm,
129,25.10_para_40.1_129,para,25,10,40,1,,2/7/18,2/12/18,9:43,1,,2/12/18,57.77,2/12/18,10:30,13:00,3:17,2/12/18,19:30,2/16/18,229.07,2/21/18,1138.32,2/26/18,5,0,2221.33,20,20,0,3/4/18,17,55,75,,,,,,1,all,0.5,,,mass 4 and 5 taken in pm,"wasp larvae all stages--early 1sts to late 2nds. Most 2nds did not look ready to emerge. Some larvae had a spherical look--sperical bodies with bulges on both ends. maybe saw some mel, but not much. See pictures"
130,25.10_para_40.1_130,para,25,10,40,1,,2/7/18,2/12/18,9:41,1,,2/12/18,49.05,2/12/18,10:30,13:00,3:19,2/12/18,19:30,2/16/18,169.69,,,2/24/18,4,1,516.4,7,7,0,3/2/18,7,,7,,,,,,,,,,,mass 4 taken in pm,
131,25.10_para_42.1_131,para,25,10,42,1,,2/7/18,2/12/18,9:36,1,,2/12/18,55.52,2/12/18,10:30,13:00,3:24,2/12/18,19:30,2/16/18,168.06,2/20/18,766.58,2/26/18,5,1,1905.42,6,1,5,3/6/18,1,,6,,,,,,,,,,,mass 4 and 5 taken in pm,
132,25.10_para_40.2_132,para,25,10,40,2,,2/7/18,2/12/18,9:55,1,,2/12/18,53.19,2/12/18,10:30,13:00,3:05,2/13/18,19:00,2/15/18,265.05,2/19/18,1303.61,,,,,0,,,,,4,4,3/5/18,2505.65,1,0,5,1,2nd,1,,,mass 5 taken in pm,found larvae (1 early second and 3 late seconds) and melanized plaques.
133,25.10_para_42.2_133,para,25,10,42,2,,2/7/18,2/12/18,9:49,1,,2/12/18,50.46,2/12/18,10:30,13:00,3:11,2/13/18,19:00,2/16/18,383.93,2/20/18,1830.48,,,,,0,,,,,,0,3/6/18,15293.55,1,1,5,,,,,,mass 4 and 5 taken in pm. removed cuticle from 3rd-5th prolegs after molt to 5th,
134,25.10_para_42.2_134,para,25,10,42,2,,2/7/18,2/12/18,9:51,1,,2/12/18,47.4,2/12/18,10:30,13:00,3:09,2/13/18,19:00,2/16/18,430.61,2/20/18,1728.14,,,,,0,,,,,,0,3/6/18,14587.24,1,1,5,,,,,,mass 5 taken in pm,
135,25.10_para_40.3_135,para,25,10,40,3,,2/7/18,2/12/18,10:26,2,,2/12/18,45.27,2/12/18,10:30,13:00,2:34,2/14/18,19:20,2/17/18,319.43,,,,,,,0,,,,,,0,3/14/18,749.33,1,0,4,0,,1,,,mass 4 taken in pm,found no wasp larvae but what i believe to be teratocytes and lots of melanized plaques. see pics.
136,25.10_para_40.3_136,para,25,10,40,3,2/15/18,2/7/18,2/12/18,10:22,1,,2/12/18,58.38,2/12/18,10:30,13:00,2:38,2/14/18,19:20,,,,,,,,,0,,,,,,0,,,,,,,,,,,failed to molt to 4th--died during molt,
137,25.10_para_42.3_137,para,25,10,42,3,,2/7/18,2/12/18,10:18,1,,2/12/18,64.95,2/12/18,10:30,13:00,2:42,2/14/18,19:20,2/15/18,274.4,2/19/18,1384.49,,,,,0,,,,,,0,3/5/18,15991.64,1,1,5,,,,,,mass 4 and 5 taken in pm,
138,25.10_para_42.3_138,para,25,10,42,3,,2/7/18,2/12/18,10:17,1,,2/12/18,68.29,2/12/18,10:30,13:00,2:43,2/14/18,19:20,2/15/18,300.95,2/19/18,1624.95,,,,,0,,,,,,0,3/5/18,18289.66,1,1,5,,,,,,mass 4 and 5 taken in pm,
139,25.10_para_40.4_139,para,25,10,40,4,,2/7/18,2/12/18,10:11,2,,2/12/18,51.36,2/12/18,10:30,13:00,2:49,2/15/18,20:10,2/15/18,268.16,2/19/18,1438.38,,,,,0,,,,,,0,3/5/18,9497.87,1,0,5,,,,,,mass 4 and 5 taken in pm,
140,25.10_para_42.4_140,para,25,10,42,4,,2/7/18,2/12/18,10:03,1,,2/12/18,53.25,2/12/18,10:30,13:00,2:57,2/15/18,20:10,2/15/18,269.37,2/19/18,1404.78,,,,,0,,,,,,0,3/5/18,10932.41,1,0,5,,,,,,"fell in wasp cage, may have more than 1 ovp. mass 4 and 5 taken in pm.",
141,25.10_para_0.0_141,para,25,10,0,0,,2/7/18,2/12/18,9:33,1,,2/12/18,60.33,,,,,,,2/16/18,318.02,2/19/18,921.27,2/25/18,5,0,3284.45,89,80,9,3/4/18,71,,89,,,,,,,,,,,head capsule damaged at ovp. mass 5 taken in pm,
142,25.10_para_40.1_142,para,25,10,40,1,,2/7/18,2/12/18,9:40,1,,2/12/18,71.58,2/12/18,10:30,13:00,3:20,2/12/18,19:30,2/16/18,301.16,,,2/25/18,4,1,937.41,9,5,4,3/3/18,5,,9,,,,,,,,,,,mass 4 taken in pm,
143,25.10_para_42.1_143,para,25,10,42,1,,2/7/18,2/12/18,9:38,1,,2/12/18,53.17,2/12/18,10:30,13:00,3:22,2/12/18,19:30,2/16/18,136.83,2/20/18,567.61,2/25/18,5,0,1321.12,10,9,1,3/3/18,8,,10,,,,,,,,,,,head capsule damaged at ovp. mass 4 and 5 taken in pm,
144,25.10_para_40.2_144,para,25,10,40,2,,2/7/18,2/12/18,9:53,2,,2/12/18,53.03,2/12/18,10:30,13:00,3:07,2/13/18,19:00,2/16/18,254.34,2/20/18,991.14,,,,,0,,,,,,0,3/6/18,2285.64,1,0,5,1,1,0.5,,,mass 4 and 5 taken in pm,"found a few wasp larvae, either large 1sts or small 2nds, couldn't tell. Found very small, scant mel plaques. Maybe saw teratocytes?"
145,25.10_para_42.2_145,para,25,10,42,2,,2/7/18,2/12/18,9:52,1,,2/12/18,66.32,2/12/18,10:30,13:00,3:08,2/13/18,19:00,2/15/18,269.29,2/19/18,1554.37,,,,,0,,,,,,0,3/5/18,15764.19,1,1,5,,,,,,mass 4 and 5 taken in pm,
146,25.10_para_40.3_146,para,25,10,40,3,,2/7/18,2/12/18,10:21,1,,2/12/18,68.91,2/12/18,10:30,13:00,2:39,2/14/18,19:20,2/16/18,434.73,2/20/18,1995.94,,,,,0,,,,,,0,3/6/18,14157.84,1,1,5,,,,,,mass 4 and 5 taken in pm. removed cuticle from 3rd-5th prolegs after molt to 5th,
147,25.10_para_42.3_147,para,25,10,42,3,,2/7/18,2/12/18,10:16,1,,2/12/18,52.7,2/12/18,10:30,13:00,2:44,2/14/18,19:20,2/15/18,221.7,2/19/18,999.83,,,,,0,,,,,,0,3/5/18,15465.39,1,1,5,,,,,,mass 4 and 5 taken in pm,
148,25.10_para_40.4_148,para,25,10,40,4,,2/7/18,2/12/18,10:09,1,,2/12/18,47.72,2/12/18,10:30,13:00,2:51,2/15/18,20:10,2/15/18,176.86,2/19/18,664.87,,,,,0,,,,,,0,3/5/18,7856.07,1,0,6,,,,,,mass 4 and 5 taken in pm. molted to 6th instar 3/3/18. Mass: 5248.35. did not shed cuticle over most of body. removed some of it,
149,25.10_para_42.4_149,para,25,10,42,4,,2/7/18,2/12/18,10:00,1,,2/12/18,65.58,2/12/18,10:30,13:00,3:00,2/15/18,20:10,2/16/18,357.7,2/21/18,1697.89,,,,,0,,,,,,0,3/7/18,18012.17,1,1,5,0,0,1,,,mass 4 and 5 taken in pm. removed cuticle from 4th-5th prolegs after molt to 5th,"Found melanized plaques, no sign of wasp larvae. took pictures of plaques and fat bodies"
150,25.10_para_42.3_150,para,25,10,42,3,,2/7/18,2/12/18,10:15,1,,2/12/18,72.46,2/12/18,10:30,13:00,2:45,2/14/18,19:20,2/15/18,229.85,2/20/18,788.74,,,,,0,,,,,,0,3/6/18,9303.75,1,0,5,,,,,,mass 4 and 5 taken in pm. removed cuticle from 3rd-5th prolegs after molt to 4th,
151,25.10_para_42.4_151,para,25,10,42,4,,2/7/18,2/12/18,9:58,2,,2/12/18,65.9,2/12/18,10:30,13:00,3:02,2/15/18,20:10,2/15/18,347.16,2/19/18,1750.34,,,,,0,,,,,,0,3/5/18,17378.26,1,1,5,,,,,,mass 4 and 5 taken in pm.,
152,25.10_para_42.1_152,para,25,10,42,1,,2/6/18,2/12/18,10:46,1,,2/12/18,37.5,2/12/18,10:46,13:00,2:14,2/12/18,19:30,2/16/18,273.09,2/19/18,1070.38,2/27/18,5,0,1651.1,1,0,1,,,,1,,,,,,,,,,,mass 4 and 5 taken in pm,
153,25.10_para_40.4_153,para,25,10,40,4,,2/7/18,2/12/18,10:59,1,,2/12/18,37.27,2/12/18,11:07,13:00,2:01,2/15/18,20:10,2/15/18,242.19,2/19/18,1134.28,,,,,0,,,,,,0,3/5/18,14775.31,1,1,5,,,,,,mass 4 and 5 taken in pm,
154,25.10_para_42.1_154,para,25,10,42,1,,2/8/18,2/12/18,11:00,1,,2/12/18,41.32,2/12/18,11:07,13:00,2:00,2/12/18,19:30,2/17/18,169.29,2/22/18,734.52,2/28/18,5,1,965.19,3,3,0,3/7/18,3,6,9,,,,,,1,2,1,,,mass 4 and 5 taken in pm ,"almost all wasps look like 2nds, close to emerging. also found some plaques--however, bled during emergence, so might be from that"
155,25.10_para_40.1_155,para,25,10,40,1,,2/8/18,2/12/18,11:01,1,,2/12/18,40,2/12/18,11:07,13:00,1:59,2/12/18,19:30,2/17/18,162.53,2/21/18,595.23,2/27/18,5,0,987.77,12,12,0,3/4/18,8,,12,,,,,,,,,,,mass 4 and 5 taken in pm. removed cuticle from 5th prolegs after molt to 5th,
156,25.10_para_42.2_156,para,25,10,42,2,,2/8/18,2/12/18,11:03,2,,2/12/18,40.47,2/12/18,11:07,13:00,1:57,2/13/18,19:00,2/16/18,203.39,2/19/18,845.34,,,,,0,,,,,,0,3/5/18,10897.56,1,0,5,,,,,,mass 4 and 5 taken in pm,
157,25.10_para_42.3_157,para,25,10,42,3,,2/8/18,2/12/18,11:04,1,,2/12/18,40.48,2/12/18,11:07,13:00,1:56,2/14/18,19:20,2/17/18,263.05,2/20/18,1104.82,,,,,0,,,,,,0,3/6/18,16859.98,1,1,5,,,,,,mass 5 taken in pm,
158,25.10_para_42.4_158,para,25,10,42,4,,2/8/18,2/12/18,11:06,1,,2/12/18,42.05,2/12/18,11:07,13:00,1:54,2/15/18,20:10,2/16/18,339.3,2/20/18,1052.35,,,,,0,,,,,,0,3/6/18,15063.32,1,1,5,,,,,,horn damaged during ovp. mass 4 and 5 taken in pm. removed cuticle from 4-5th prolegs after molt to 5th,
159,25.10_para_40.1_159,para,25,10,40,1,,2/9/18,2/13/18,8:19,1,,2/13/18,47.16,2/13/18,8:45,13:00,4:41,2/13/18,19:00,2/17/18,275.02,2/22/18,726.61,2/28/18,5,0,1157.17,3,2,1,3/7/18,1,7,10,,,,,,1,1.2,0.5,,,horn damaged during ovp. mass 4 and 5 taken in pm,found late 1sts and late to early 2nds. No very small wasps that I could find. late 1sts had some melanization on them. late 2nds looked fairly normal. Maybe saw a few melanized plaques
160,25.10_para_40.2_160,para,25,10,40,2,,2/8/18,2/13/18,8:24,1,,2/13/18,54.72,2/13/18,8:45,13:00,4:36,2/14/18,19:20,2/16/18,283.12,2/19/18,822.18,,,,,0,,,,,,0,,,,,,,,,1,1,mass 5 taken in pm. wandered 2/24/18. Mass: 7986.51. put in pupae box. pupated 3/2/18. frozen as pupa for dissecton,
161,25.10_para_40.2_161,para,25,10,40,2,,2/8/18,2/13/18,8:21,1,,2/13/18,58.88,2/13/18,8:45,13:00,4:39,2/14/18,19:20,2/16/18,288.07,2/20/18,848.58,,,,,0,,,,,,0,3/6/18,2082.7,1,0,5,,,,,,mass 4 and 5 taken in pm. ,
162,25.10_para_40.3_162,para,25,10,40,3,,2/8/18,2/13/18,8:28,1,,2/13/18,51.73,2/13/18,8:45,13:00,4:32,2/15/18,20:10,2/16/18,116.25,2/20/18,579.83,,,,,0,,,,,,0,3/6/18,11749.24,1,0,6,,,,,,mass 4 and 5 taken in pm. molted to 6th 2/27/18. Mass:2580.45,
163,25.10_para_40.3_163,para,25,10,40,3,,2/8/18,2/13/18,8:27,1,,2/13/18,53.64,2/13/18,8:45,13:00,4:33,2/15/18,20:10,2/17/18,191.79,2/22/18,599.65,2/27/18,5,0,1049.06,7,6,1,3/5/18,4,33,40,,,,,,1,all,0.5,,,mass 4 and 5 taken in pm,"wasp larvae were from early 1sts to late 2nds. saw some mel plaques, but some seemed to be from wasp emergence. saw teratocytes"
164,25.10_para_40.3_164,para,25,10,40,3,3/1/18,2/8/18,2/13/18,8:26,1,,2/13/18,57.26,2/13/18,8:45,13:00,4:34,2/15/18,20:10,2/16/18,99.37,2/23/18,238.82,,,,,0,,,,,,0,,,,,,,,,,,mass 4 and 5 taken in pm. removed cuticle from 5th prolegs after molt to 5th,
165,25.10_para_40.4_165,para,25,10,40,4,,2/8/18,2/13/18,8:33,1,,2/13/18,74.77,2/13/18,8:45,13:00,4:27,2/16/18,19:12,2/16/18,168.45,2/20/18,750.56,,,,,0,,,,,,0,3/6/18,2380.08,1,0,5,,,,,,head capsule damaged at ovp. mass 4 and 5 taken in pm,
166,25.10_para_40.4_166,para,25,10,40,4,,2/8/18,2/13/18,8:31,1,,2/13/18,40.64,2/13/18,8:45,13:00,4:29,2/16/18,19:12,2/17/18,290.87,2/22/18,848.93,,,,,0,,,,,,0,3/8/17,1711.97,1,0,5,,,,,,mass 4 taken in pm,
167,25.10_para_42.1_167,para,25,10,42,1,,2/8/18,2/13/18,8:35,2,,2/13/18,58.23,2/13/18,8:45,13:00,4:25,2/13/18,19:00,2/17/18,329.27,2/23/18,1075.92,3/1/18,5,0,,5,4,1,3/7/18,4,,5,,,,,,,,,,,"mass 4 and 5 taken in pm. removed cuticle from 5th prolegs after molt to 5th. died during wasp emergence, not weighed 48h after em",
168,25.10_para_42.2_168,para,25,10,42,2,,2/8/18,2/13/18,8:38,1,,2/13/18,49.08,2/13/18,8:45,13:00,4:22,2/14/18,19:20,2/16/18,316.95,2/20/18,1637.01,,,,,0,,,,,,0,3/6/18,11769.58,1,0,5,,,,,,mass 4 and 5 taken in pm,
